169.550185338	138.081207042
185.58394537 	142.541422308
172.627773411 	134.249442636
169.487490114 	136.490768162
168.82060918 	140.791160534
177.455384839 	142.977057584
172.271759017 	138.237748631
170.25955997 	142.62370891
177.018190652 	142.886572462
173.913938853 	142.36486101
173.017173499 	144.627989275
187.598154506 	145.312346705
178.947444523 	141.248701082
174.02054926 	139.21778135
173.823186154 	141.574413088
175.531236733 	137.308670581
178.039515013 	139.355308725
171.046229975 	140.303849462
176.396947985 	140.43099435
177.140129439 	139.325238604
178.901415917 	142.182626493
172.628748144 	139.994346391
173.414322407 	139.403135397
178.749165304 	146.132503969
176.103145334 	139.348379719
174.365888511 	141.510961681
177.689587059 	139.898205306
170.729203483 	137.190933533
174.298171347 	140.779322544
176.530274151 	141.730926339
176.392268285 	143.18749353
174.564749127 	141.285091328
175.90382225 	136.828282225
178.170998534 	139.877730155
178.675195801 	142.014754706
168.130145425 	139.989208277
168.612963947 	139.460318428
167.231849899 	136.388562267
168.187240684 	139.420326826
180.622876566 	144.153844748
170.966822361 	140.06407984
177.819730093 	140.738111067
170.915461362 	140.536793017
174.295887517 	142.010471998
168.534958444 	137.000938271
181.951685786 	141.595333561
176.480415113 	142.747393183
174.626726317 	137.380949269
172.236744695 	139.784012983
178.824640526 	142.025575799
168.834440845 	138.797550211
179.617675268 	139.894622152
175.443171782 	139.252689996
171.950889613 	141.623243124
173.567168842 	139.905825747
186.002273924 	146.662811151
173.501067974 	142.473556169
182.572439225 	143.372059266
182.450149337 	143.466585701
177.797126165 	140.467764152
165.748858101 	139.537772848
174.356771704 	139.120245504
174.79108442 	141.88463665
171.0572532 	137.162401063
178.902015842 	139.510514933
175.803118255 	141.767695125
171.151326528 	136.053490771
178.091196158 	141.255077327
179.357544949 	143.846839773
180.123803545 	142.021592911
176.367872803 	139.621861672
176.621547578 	140.456687192
173.122186648 	139.253569031
173.495427895 	140.753769958
172.296160846 	136.949267335
178.78172272 	142.28192122
181.072300708 	148.144621351
175.58549505 	138.382225132
173.615705254 	142.866339165
173.256717385 	139.099373286
175.678893315 	139.672970034
178.217411872 	141.482403052
175.689711205 	139.00554764
176.997718853 	139.029785149
168.668185861 	138.375853277
171.111007461 	138.570719447
174.230375047 	138.843480585
170.305681898 	138.650231476
176.695056095 	141.820227039
169.966693186 	139.464971372
187.920405717 	148.893277965
179.942570346 	141.819034215
168.678082563 	138.636767151
174.204562822 	139.037590688
172.010981205 	139.60043767
177.871924603 	142.910643243
169.065196611 	137.007666807
174.325392606 	135.228692568
173.158988402 	141.482310713
178.921284999 	140.264956681
